Date,Return
2014-01-31,-0.03804040963781534
2014-02-28,0.03999120689157439
2014-03-31,0.01307368659048714
2014-04-30,0.014184340363906466
2014-05-30,0.016701374915702973
2014-06-30,0.0234415197267263
2014-07-31,-0.010978049109683106
2014-08-29,0.03516807690885507
2014-09-30,-0.018693513343679524
2014-10-31,0.013842632558085289
2014-11-28,0.027688306532728826
2014-12-31,-0.00500812344677525
2015-01-30,-0.044343661425434576
2015-02-27,0.05585370203541031
2015-03-31,-0.01726011858600594
2015-04-30,0.01672348296838412
2015-05-29,-0.0032768643922661696
2015-06-30,-0.019696454870362846
2015-07-31,0.007942962680220909
2015-08-31,-0.06067484444765307
2015-09-30,-0.024826057522570878
2015-10-30,0.08025362220589448
2015-11-30,0.003446318501158358
2015-12-31,-0.023132055414803607
2016-01-29,-0.04301095210886155
2016-02-29,0.008376207562237763
2016-03-31,0.07441152454713071
2016-04-29,0.011989015661337567
2016-05-31,0.00773743499366391
2016-06-30,0.008163171267815595
2016-07-29,0.03966061333325749
2016-08-31,0.0028569361960186774
2016-09-30,-8.703425645046293e-06
2016-10-31,-0.020491019733514537
2016-11-30,0.0472156206988458
2016-12-30,0.02034484575478878
2017-01-31,0.019343667885485572
2017-02-28,0.0402267213964076
2017-03-31,0.0006426955474987058
2017-04-28,0.011077524772883533
2017-05-31,0.01316821219745081
2017-06-30,0.009857928879179266
2017-07-31,0.018004666546951962
2017-08-31,-0.0009588550209924542
2017-09-29,0.018570989761271764
2017-10-31,0.026755530355206433
2017-11-30,0.035292321432195364
2017-12-29,0.011372876289886483
2018-01-31,0.04740592724623372
2018-02-28,-0.05214181436260639
2018-03-30,-0.02110159277864593
2018-04-30,0.002628308998908148
2018-05-31,0.015047329857860637
2018-06-29,0.006022444347148704
2018-07-31,0.038416971155598875
2018-08-31,0.028766364760045016
2018-09-28,0.005854236947610424
2018-10-31,-0.05977826199721211
2018-11-30,0.012369759835165474
2018-12-31,-0.09358299094611147
2019-01-31,0.08229294216241842
2019-02-28,0.03279289951549614
2019-03-29,0.012584163448344609
2019-04-30,0.04042274415056959
2019-05-31,-0.07054728385161034
2019-06-28,0.0788733336481228
2019-07-31,0.017438612391058768
2019-08-30,-0.019147657512729586
2019-09-30,0.02386998886166409
2019-10-31,0.017693027313926406
2019-11-29,0.03877982173098544
2019-12-31,0.0328702414420727
2020-01-31,-0.005529110879710976
2020-02-28,-0.08509331377318242
2020-03-31,-0.13635502521175366
2020-04-30,0.13695033125204661
2020-05-29,0.04214746219708089
2020-06-30,0.02004618111683904
2020-07-31,0.05648053165295312
2020-08-31,0.060186460353309816
2020-09-30,-0.037540437508920076
2020-10-30,-0.02880946578017712
2020-11-30,0.10885339879776805
2020-12-31,0.03621576540972727
2021-01-29,-0.009967787570315398
2021-02-26,0.033483430773737465
2021-03-31,0.05515072245503619
2021-04-30,0.046476733481856256
2021-05-31,0.01415881519736821
2021-06-30,0.011761287924072304
2021-07-30,0.016529329039110374
2021-08-31,0.021479751014348385
2021-09-30,-0.03894564216801296
2021-10-29,0.06607908366573237
2021-11-30,-0.01080780665855902
2021-12-31,0.04971713456638915
2022-01-31,-0.03947194897904941
2022-02-28,-0.018906174908991064
2022-03-31,0.0338744717838599
2022-04-29,-0.07477213965955923
2022-05-31,0.0015013518921752156
2022-06-30,-0.0845207646267975
2022-07-29,0.08274889953239076
2022-08-31,-0.03670846043801544
2022-09-30,-0.09292884632813377
2022-10-31,0.09051618551163683
2022-11-30,0.05680342414448509
2022-12-30,-0.05484088459520194
2023-01-31,0.07440463641212647
2023-02-28,-0.028461689753224186
2023-03-31,0.03524438313007197
2023-04-28,0.01583841202248094
2023-05-31,0.007697693906210753
2023-06-30,0.06601154299886733
2023-07-31,0.03326512149240168
2023-08-31,-0.018926090588288647
2023-09-29,-0.052000322198108774
2023-10-31,-0.02058472444555967
2023-11-30,0.09273896452556958
2023-12-29,0.04779982806766223
2024-01-31,0.008891729632502702
2024-02-29,0.03818984078804424
2024-03-29,0.037802254726600634
2024-04-30,-0.04102481794465329
2024-05-31,0.04548613349122152
2024-06-28,0.01840051227296788
2024-07-31,0.022741232083862677
2024-08-30,0.018813663318170883
2024-09-30,0.014465991859181043
2024-10-31,-0.012631575619364043
2024-11-29,0.05555685537789015
2024-12-31,-0.038589745603916974
2025-01-31,0.022133213350124324
2025-02-28,-0.0034792295146012834
2025-03-31,-0.04193727761638549
2025-04-30,-0.010853984088512198
2025-05-30,0.04410848308289624
2025-06-30,0.042209928563474206
2025-07-31,0.017355486486988807
2025-08-29,0.027395493104991266
2025-09-30,0.02849482550014723
2025-10-31,0.017456318012951992
2025-11-28,0.01064944399256318
2025-12-31,0.0008271379270526662
