Portfolio,Ann_Return,Ann_Volatility,Sharpe_Ratio,Min_Monthly_Return,Max_Monthly_Return,RF_ann
P(mv)_oos,0.09923984183720727,0.12316050817263098,0.6638884740764436,-0.10084903245342705,0.10803131627367223,0.017474999999999942
