Year,ISIN,Weight
2013,AN8068571086,0.007387569578942098
2013,CA00208D4084,7.564049049234185e-05
2013,CA00900Q1037,0.0019689402501105228
2013,CA05534B7604,0.0023178516320981972
2013,CA0636711016,0.0024348300488230465
2013,CA0641491075,0.0012170794080662653
2013,CA0977518616,6.377541662683936e-05
2013,CA1247651088,0.0004936658047501209
2013,CA13321L1085,0.002225033381881494
2013,CA1360691010,0.002790414142415308
2013,CA1363751027,0.004258928593314483
2013,CA1363851017,8.875377097349004e-05
2013,CA13646K1084,0.005583725709735322
2013,CA1366812024,0.000561200567057458
2013,CA2849025093,0.0036651480673719847
2013,CA29250N1050,0.0012109939557924884
2013,CA3180714048,0.0005243629549389109
2013,CA3359341052,0.0018159924800267803
2013,CA3759161035,0.0005745028958032728
2013,CA4495861060,0.04427293970873643
2013,CA4530384086,7.893696688179104e-05
2013,CA45823T1066,0.00025474124456765666
2013,CA4969024047,8.171093900758964e-05
2013,CA5592224011,0.0007233590906635304
2013,CA56501R1064,0.0026904567705574446
2013,CA59151K1084,0.00024947410530963316
2013,CA6744822033,5.4887377667780016e-05
2013,CA7800871021,0.006281559033764549
2013,CA8029121057,0.00017125035515325068
2013,CA85472N1096,4.271799034708329e-05
2013,CA8667961053,0.0006444041423018326
2013,CA87807B1076,8.642735469969179e-06
2013,CA8787422044,0.0011099008187160071
2013,CA87971M1032,0.0015200129595684493
2013,CA8849038085,0.0014813076498031612
2013,CA8911605092,0.0057771450093571045
2013,CA89346D1078,9.990766040016648e-05
2013,CA8959451037,2.908462895672565e-05
2013,CA98462Y1007,4.007721757438571e-06
2013,GB0022569080,3.422940990194315e-05
2013,LR0008862868,0.0002759321558437921
2013,PA1436583006,0.0059311566608630404
2013,US0010551028,0.002155602285773433
2013,US00130H1059,0.00029431781611195275
2013,US00206R1023,0.018200758563856684
2013,US0028241000,0.00344852897498144
2013,US0028962076,0.0016286348668102279
2013,US00724F1012,0.001795154076742945
2013,US0079031078,7.597387182820204e-05
2013,US0082521081,2.1855713489729754e-05
2013,US00846U1016,0.0006484928437719474
2013,US00971T1016,0.0009967293856375443
2013,US0126531013,0.0023785198422540945
2013,US0200021014,0.003289158886319511
2013,US02079K3059,0.01971392810696229
2013,US02209S1033,0.004006118555544011
2013,US0236081024,3.49482962065036e-05
2013,US0255371017,0.005849657577342826
2013,US0258161092,0.010961440600971234
2013,US0268747849,0.007576581084231504
2013,US0311621009,0.007422977661476229
2013,US0367521038,0.0007998163067479885
2013,US03743Q1085,0.0006591671660339859
2013,US0378331005,0.03701893784767807
2013,US0382221051,1.889494162874955e-05
2013,US0441861046,0.0005492656101964415
2013,US0527691069,0.0017411447026686423
2013,US0530151036,0.0030332354183563535
2013,US0534841012,0.005316900261050167
2013,US0536111091,4.0414640514679166e-06
2013,US0584981064,0.0011550336956549286
2013,US0605051046,0.013173390218180245
2013,US0640581007,0.0005660234239683935
2013,US0708301041,0.001713169398100451
2013,US0718131099,0.0004194535040474871
2013,US0758871091,0.0014472309244563891
2013,US0865161014,0.0034805429533109706
2013,US09062X1037,0.0025559996181398533
2013,US0970231058,0.0032141458797800165
2013,US1101221083,0.0011274820393754618
2013,US1156372096,3.37555200052076e-07
2013,US1255231003,0.00022668135900233262
2013,US1258961002,0.0011755324660352672
2013,US1264081035,0.0015972680059124593
2013,US12653C1080,2.3368330381811485e-05
2013,US1266501006,0.0009147406827724908
2013,US1270551013,0.0005867036148582242
2013,US1344291091,2.0310990422198983e-06
2013,US14040H1059,0.002480265661768389
2013,US14149Y1082,0.003856371997815698
2013,US1491231015,0.002824967836719477
2013,US1667641005,0.019828878558063517
2013,US1720621010,0.0007162051470044142
2013,US17275R1023,0.013408252874807573
2013,US1729674242,0.012422084189355568
2013,US1858991011,0.00036698720636585484
2013,US1890541097,0.0002059866232144077
2013,US1912161007,0.014528197666185417
2013,US1924461023,3.783824847970008e-08
2013,US1941621039,0.001657637695013985
2013,US2003401070,0.0003441696431956474
2013,US2058871029,0.0011141059448608467
2013,US20825C1045,0.0027857607835047094
2013,US2091151041,0.0075883579899928884
2013,US21036P1084,6.63948974291282e-07
2013,US22160K1051,0.007438464207541456
2013,US2283681060,0.0005696141364354026
2013,US2310211063,0.0010667037788686684
2013,US2333311072,0.002756068207835166
2013,US23355L1061,0.00262855442592751
2013,US2371941053,0.0007156010667064706
2013,US2441991054,0.004205415282197386
2013,US25179M1036,0.0032064866245743403
2013,US2546871060,0.014463472741633109
2013,US25746U1097,6.741053178253251e-05
2013,US2600031080,0.001668558676871074
2013,US26875P1012,0.004562493471208378
2013,US2774321002,0.0004418503109642502
2013,US2786421030,0.003746325775666406
2013,US2788651006,0.00022476178400227228
2013,US28176E1082,0.003512261088914625
2013,US29364G1031,0.001497780611226583
2013,US29670G1022,0.0009822428215072155
2013,US30040W1080,0.00021936581366298254
2013,US30161N1019,0.001945829588312227
2013,US3021301094,0.0019645984895360125
2013,US30231G1022,0.034407888974481084
2013,US3024913036,0.0005655260453054337
2013,US3167731005,7.565011854312769e-05
2013,US3434121022,0.004351662941566157
2013,US34354P1057,0.003912194247365567
2013,US3453708600,0.004196042339550683
2013,US3546131018,5.864953629591371e-05
2013,US35671D8570,0.003570005107131591
2013,US3647601083,0.002826071779819634
2013,US3703341046,0.00396453583021506
2013,US37045V1008,0.006287766640652793
2013,US3719011096,0.00013569953557038728
2013,US37247D1063,6.242873170557667e-05
2013,US3755581036,0.0027734969325161384
2013,US38141G1040,0.0012736286347009513
2013,US3825501014,0.00019311571060250031
2013,US3848021040,4.977891430955419e-05
2013,US3976241071,0.0015723692916976043
2013,US40434L1052,7.557232934295273e-05
2013,US4062161017,0.00029432061191412407
2013,US4128221086,1.9815115587727208e-05
2013,US4165151048,0.0008539188923075842
2013,US4180561072,0.0010943626234206855
2013,US42250P1030,0.004918449092081706
2013,US4278661081,0.0002190983257864378
2013,US42809H1077,0.005840819810208945
2013,US4370761029,0.0043988625103161825
2013,US4385161066,0.0015635720845567679
2013,US4404521001,5.031856419725766e-06
2013,US4448591028,0.0012236557651511706
2013,US4461501045,3.05666397724333e-05
2013,US4470111075,0.0010968400775924105
2013,US45073V1089,0.0012144841398085142
2013,US4523081093,0.004833128822429793
2013,US4581401001,0.01042879362391425
2013,US4592001014,0.020889389290226455
2013,US4595061015,0.00041086029050349087
2013,US4612021034,0.0029001766686589116
2013,US4657411066,0.00013227779837126296
2013,US46625H1005,0.011441995303254964
2013,US46982L1089,0.00031156774567701466
2013,US4781601046,0.017885463359600264
2013,US48020Q1076,9.284536667688993e-06
2013,US48203R1041,0.0007408742969517417
2013,US48242W1062,0.0008956173552153612
2013,US4824801009,0.0034143594817114924
2013,US4878361082,4.924877932351263e-06
2013,US4891701009,0.0006914478352125461
2013,US4932671088,0.0012310262248380456
2013,US4943681035,0.006934926493449909
2013,US49446R1095,0.00015598427810348744
2013,US5002551043,0.0014082668396007052
2013,US5010441013,0.0015385498975935012
2013,US5178341070,0.0035720810120431893
2013,US5184391044,9.80181086723183e-07
2013,US5324571083,0.006227219803523876
2013,US5339001068,8.040483135689293e-05
2013,US5398301094,0.0059383941154090535
2013,US5486611073,0.0023240992424969605
2013,US5502411037,0.005001187179626207
2013,US5526761086,0.0013740930826409822
2013,US5529531015,0.00026661462628365295
2013,US5635714059,0.00030157004515085704
2013,US56418H1005,3.98128430718322e-05
2013,US5658491064,0.010867661265928927
2013,US5717481023,0.0019823787804064776
2013,US5719032022,0.0034354097308778543
2013,US5738741041,7.521847016251534e-05
2013,US5745991068,0.00014441491602226378
2013,US57636Q1040,0.005724516323663116
2013,US5770811025,0.0031902935165835948
2013,US5797802064,1.0964384105491876e-07
2013,US5801351017,0.007782487521979178
2013,US58155Q1031,0.005320317559401855
2013,US58933Y1055,0.005164801665203541
2013,US59156R1086,0.0003663148619909604
2013,US5926881054,0.007174497937576127
