Portfolio,Ann_Return,Ann_Volatility,Sharpe_Ratio,Min_Monthly_Return,Max_Monthly_Return,RF_ann
P(vw),0.13303639540345352,0.14209410059136576,0.8132737032889567,-0.12191355995064578,0.12693285550919328,0.017474999999999942
